,Floor,Kitchen,Bedrooms,Bathrooms,Toilets,Primary Energy Consumption (in kWh/m²),Energy Class,CO₂ emission,Heating Type,Double Glazing,Rent (in €),Additional Costs (in €),Tenement,House Type,Living Area (in m²),Furnished,Building Condition,Elevator,Total Rent (in €)
1025,3,USA semi equipped,3,1,2,206,D,41,Gas,Yes,1750,202.41,No,Apartment ,160,No,Just renovated,Yes,1750
1027,0,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200,138.8,No,Apartment ,95,Unknown,As new,Yes,1200
1028,3,Hyper equipped,1,1,1,357,Not specified,85,Gas,Yes,700,150.0,No,Studio ,75,No,Good,Unknown,850
1030,4,Hyper equipped,3,1,1,225,E,69,Fuel oil,Yes,1150,200.0,No,Apartment ,115,No,As new,Yes,1350
1031,2,Installed,1,1,1,224,E,58,Gas,Yes,850,20.0,No,Apartment ,75,Unknown,Good,No,870
1033,2,USA hyper equipped,3,1,1,134,C,26,Gas,Yes,1950,200.0,No,Apartment ,125,No,As new,Yes,2150
1034,0,Installed,1,1,1,335,F,72,Gas,Yes,850,25.81,No,House ,51,No,Good,No,850
1035,1,USA hyper equipped,1,1,2,193,D,38,Gas,Yes,1450,200.0,No,Loft ,100,Yes,As new,Yes,1650
1044,1,USA hyper equipped,1,1,1,76,B,50,Gas,Yes,1050,150.0,No,Ground floor ,68,No,As new,Yes,1200
1045,3,Installed,1,1,1,138,C,26,Gas,Yes,750,140.0,No,Apartment ,80,No,Just renovated,Yes,890
1047,3,USA hyper equipped,1,2,2,217,E,46,Gas,Yes,1100,100.0,No,Apartment ,110,No,Good,No,1200
1050,3,Hyper equipped,3,1,2,200,D,44,Gas,Yes,1650,50.0,No,Apartment ,160,No,As new,Yes,1700
1051,0,Hyper equipped,3,2,4,344,F,68,Gas,Yes,2600,78.95,No,House ,200,No,Good,Unknown,2600
1053,2,Hyper equipped,2,1,1,206,D,41,Gas,Yes,910,51.0,No,Apartment ,75,No,As new,Unknown,961
1054,3,USA installed,1,1,1,277,Not specified,61,Gas,Yes,750,50.0,No,Studio ,36,Unknown,Just renovated,No,800
1057,4,USA hyper equipped,1,1,1,231,E,46,Gas,Yes,1200,40.0,No,Penthouse ,100,No,Good,No,1240
1058,3,Hyper equipped,1,1,1,234,Not specified,49,Gas,Yes,1150,100.0,No,Apartment ,70,Yes,As new,Unknown,1250
1059,0,Hyper equipped,1,1,1,294,F,39,Gas,Yes,1000,100.0,No,Apartment ,50,Yes,As new,Unknown,1100
1060,4,Hyper equipped,1,1,1,197,D,58,Gas,Yes,850,130.0,No,Apartment ,75,Unknown,As new,Yes,980
1061,6,Hyper equipped,1,1,1,81,B,16,Gas,Yes,1500,75.0,No,Apartment ,70,Yes,As new,Yes,1575
1062,0,USA installed,5,1,3,202,Not specified,43,Gas,Yes,2350,71.36,No,House ,180,Unknown,Just renovated,No,2350
1063,3,Hyper equipped,2,1,1,121,C,32,Gas,Yes,1150,133.01,No,Apartment ,120,No,As new,Yes,1150
1065,6,Hyper equipped,2,1,1,297,F,47,Electric,Yes,925,52.0,No,Apartment ,82,No,Good,Yes,977
1067,0,Hyper equipped,1,1,1,343,F,68,Gas,Yes,990,20.0,No,Ground floor ,68,No,Good,Unknown,1010
1068,3,USA hyper equipped,1,1,1,99,C,20,Gas,Yes,1250,175.0,No,Apartment ,60,Yes,As new,Yes,1425
1069,3,USA hyper equipped,3,2,2,169,D,39,Gas,Yes,2600,198.83,No,Duplex ,149,Yes,Just renovated,Yes,2600
1071,1,Hyper equipped,3,1,3,115,C,22,Gas,Yes,2600,200.0,No,Apartment ,200,Unknown,Just renovated,Yes,2800
1072,3,USA hyper equipped,2,2,1,105,C,20,Gas,Yes,1600,250.0,No,Apartment ,89,Yes,As new,Yes,1850
1074,5,Installed,2,1,1,210,D,33,Electric,Yes,990,100.0,No,Apartment ,70,Yes,As new,Yes,1090
1076,3,USA hyper equipped,3,2,2,91,B,17,Gas,Yes,1550,50.0,No,Duplex ,94,Unknown,As new,Unknown,1600
1077,1,USA hyper equipped,1,1,1,308,F,61,Gas,Yes,920,45.0,No,Apartment ,65,No,Good,No,965
1078,1,USA installed,1,1,1,246,Not specified,52,Gas,Yes,885,102.36,No,Apartment ,70,Unknown,As new,Unknown,885
1079,1,Hyper equipped,3,2,2,115,C,14,Fuel oil,Yes,1550,180.0,No,Apartment ,130,No,As new,Yes,1730
1080,3,USA semi equipped,1,1,1,277,Not specified,61,Gas,Yes,750,150.0,No,Apartment ,40,Yes,As new,No,900
1081,0,Not installed,1,1,1,178,D,45,Gas,Yes,850,250.0,No,Apartment ,65,No,Good,Yes,1100
1083,2,USA hyper equipped,2,1,1,310,F,37,Gas,Yes,960,105.0,No,Apartment ,86,No,As new,Unknown,1065
1084,2,Hyper equipped,1,1,1,111,C,22,Gas,Yes,1240,55.0,No,Apartment ,67,Yes,Just renovated,Unknown,1295
1085,3,Hyper equipped,3,1,2,131,C,26,Gas,Yes,1780,135.0,No,Apartment ,125,No,As new,Yes,1915
1086,1,USA hyper equipped,1,1,2,279,F,55,Gas,Yes,1050,30.0,No,Apartment ,75,No,As new,Unknown,1080
1087,0,Hyper equipped,3,1,2,424,G,82,Gas,Yes,2500,75.91,No,House ,145,No,As new,No,2500
1088,1,Hyper equipped,2,1,2,78,B,49,Gas,Yes,1400,100.0,No,Apartment ,118,No,As new,Yes,1500
1089,3,USA hyper equipped,2,1,1,214,E,63,Gas,Yes,1250,30.0,No,Penthouse ,80,No,As new,Unknown,1280
1091,1,Hyper equipped,2,1,1,176,D,34,Gas,Yes,1050,35.0,No,Apartment ,70,Yes,As new,Unknown,1085
1092,1,Hyper equipped,2,1,1,161,Not specified,36,Gas,Yes,1290,210.0,No,Apartment ,100,No,Just renovated,Yes,1500
1095,5,USA hyper equipped,2,1,1,190,D,41,Gas,Yes,1300,200.0,No,Apartment ,95,No,As new,Yes,1500
1096,0,Installed,2,1,2,147,C,37,Gas,Yes,1300,150.36,No,Apartment ,150,No,Good,Yes,1300
1097,1,Installed,3,2,2,115,C,24,Gas,Yes,1550,180.0,No,Apartment ,128,No,Good,Yes,1730
1098,4,Hyper equipped,2,1,2,178,D,41,Gas,Yes,1900,219.76,No,Apartment ,110,No,As new,Unknown,1900
1099,2,Hyper equipped,1,1,1,37,A,8,Gas,Yes,950,150.0,No,Apartment ,69,No,As new,Yes,1100
1100,3,Hyper equipped,2,1,1,365,Not specified,79,Gas,Yes,800,50.0,No,Apartment ,50,Unknown,As new,No,850
1101,1,Installed,2,1,1,206,Not specified,50,Gas,Yes,1050,20.0,No,Duplex ,90,Unknown,As new,No,1070
1102,1,USA hyper equipped,2,1,1,122,C,24,Gas,Yes,1580,75.0,No,Apartment ,98,Unknown,As new,No,1655
1104,0,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200,87.27,No,Loft ,140,Unknown,As new,No,1200
1106,3,USA hyper equipped,3,3,2,159,D,17,Gas,Yes,1750,202.41,No,Apartment ,160,No,Just renovated,Yes,1750
1109,2,Hyper equipped,2,1,1,228,E,45,Gas,Yes,1380,159.61,No,Apartment ,100,No,Just renovated,Unknown,1380
1110,1,Semi equipped,3,2,1,214,E,58,Gas,Yes,1100,300.0,No,Apartment ,126,No,As new,Yes,1400
1111,3,Installed,2,1,2,193,D,36,Gas,Yes,1100,350.0,No,Apartment ,100,Unknown,Good,Unknown,1450
1112,4,USA installed,1,1,1,80,B,14,Gas,Yes,970,60.0,No,Apartment ,65,Yes,Just renovated,Yes,1030
1113,4,Hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100,150.0,No,Apartment ,105,Unknown,As new,Yes,1250
1114,0,USA hyper equipped,2,1,2,160,Not specified,50,Gas,Yes,2150,150.0,No,Ground floor ,101,No,As new,Yes,2300
1115,6,Installed,1,1,1,354,G,56,Electric,Yes,750,110.0,No,Studio ,30,Yes,Good,Yes,860
1116,3,USA hyper equipped,2,1,1,117,C,25,Gas,Yes,1050,75.0,No,Duplex ,90,No,Good,No,1125
1117,3,USA hyper equipped,1,1,1,155,D,31,Gas,Yes,950,150.0,No,Apartment ,56,No,As new,Yes,1100
1118,1,USA hyper equipped,2,1,1,122,C,26,Gas,Yes,1250,120.0,No,Apartment ,100,No,As new,Yes,1370
1119,2,USA hyper equipped,2,2,2,185,Not specified,36,Gas,Yes,2000,120.0,No,Apartment ,130,No,As new,Yes,2120
1121,0,Hyper equipped,2,1,1,194,D,38,Gas,Yes,1260,40.0,No,Apartment ,75,No,Just renovated,No,1300
1122,1,USA hyper equipped,2,2,2,125,C,26,Gas,Yes,1495,95.0,No,Apartment ,103,No,As new,Yes,1590
1123,3,Hyper equipped,2,1,1,180,D,39,Gas,Yes,1450,200.0,No,Apartment ,100,Yes,As new,Yes,1650
1125,2,USA hyper equipped,2,1,2,87,B,21,Gas,Yes,1600,150.0,No,Apartment ,103,No,As new,Yes,1750
1126,2,USA hyper equipped,3,1,1,134,C,26,Gas,Yes,1950,200.0,No,Apartment ,125,No,As new,Yes,2150
1127,2,USA hyper equipped,1,1,1,259,E,50,Gas,Yes,1150,150.0,No,Apartment ,90,No,Good,Unknown,1300
1128,1,Hyper equipped,3,1,2,100,C,21,Gas,Yes,1650,175.0,No,Apartment ,140,No,As new,Yes,1825
1129,3,Hyper equipped,2,1,1,108,C,21,Gas,Yes,1500,200.0,No,Apartment ,140,No,Good,Yes,1700
1130,0,Hyper equipped,1,1,2,187,D,40,Gas,Yes,1100,50.0,No,Duplex ,78,Yes,Good,Unknown,1150
1132,3,USA hyper equipped,2,1,1,34,A,7,Gas,Yes,1350,165.0,No,Apartment ,96,No,As new,Yes,1515
1133,2,Hyper equipped,2,2,2,173,D,34,Gas,Yes,1950,50.0,No,Duplex ,160,No,Good,No,2000
1134,0,Installed,2,1,2,338,F,67,Gas,Yes,1300,120.0,No,Apartment ,89,No,To be done up,No,1420
1135,4,USA installed,2,2,2,197,D,31,Electric,Yes,950,150.0,No,Apartment ,88,No,As new,Yes,1100
1136,2,Installed,2,1,1,256,E,51,Gas,Yes,1100,250.0,No,Apartment ,100,No,Good,Yes,1350
1138,3,Installed,2,2,2,100,C,20,Gas,Yes,1500,60.0,No,Duplex ,100,No,Just renovated,No,1560
1139,0,USA hyper equipped,3,2,2,181,Not specified,8,Gas,Yes,1550,150.0,No,Apartment ,140,No,As new,Yes,1700
1140,5,Hyper equipped,2,1,1,220,Not specified,47,Gas,No,1300,150.36,No,Apartment ,90,Unknown,As new,Yes,1300
1141,2,Hyper equipped,1,1,1,126,C,25,Gas,Yes,710,70.0,No,Apartment ,50,No,As new,No,780
1142,3,Semi equipped,1,1,1,322,F,62,Gas,Yes,780,90.22,No,Apartment ,55,No,As new,Unknown,780
1143,3,Hyper equipped,2,1,1,216,E,43,Fuel oil,Yes,1400,250.0,No,Apartment ,120,No,As new,Yes,1650
1144,1,Installed,1,1,1,419,G,90,Gas,Yes,800,165.0,No,Apartment ,38,No,As new,Unknown,965
1145,1,Installed,2,1,1,203,Not specified,39,Gas,Yes,1000,50.0,No,Apartment ,70,No,As new,Unknown,1050
1146,2,USA semi equipped,3,1,2,119,C,42,Gas,Yes,1500,150.0,No,Apartment ,120,Unknown,As new,Yes,1650
1147,3,Hyper equipped,3,1,1,88,B,18,Gas,Yes,1900,120.0,No,Apartment ,110,Yes,As new,Yes,2020
1148,2,Installed,2,2,2,246,Not specified,52,Gas,Yes,1540,85.0,No,Apartment ,88,No,As new,Yes,1625
1152,1,Hyper equipped,2,2,2,247,Not specified,63,Electric,Yes,1250,80.0,No,Duplex ,100,Unknown,As new,Unknown,1330
1153,3,USA installed,1,1,1,381,G,82,Gas,Yes,995,40.0,No,Duplex ,80,No,As new,Unknown,1035
1154,0,Hyper equipped,1,1,1,251,E,50,Gas,Yes,900,250.0,No,Apartment ,65,Yes,Good,Yes,1150
1155,0,Hyper equipped,4,1,2,280,Not specified,60,Gas,Yes,1895,57.54,No,House ,140,Unknown,As new,No,1895
1157,2,USA hyper equipped,1,1,1,87,B,46,Gas,Yes,945,190.0,No,Apartment ,64,No,As new,Yes,1135
1160,2,USA semi equipped,2,1,2,43,A,46,Gas,Yes,1200,150.0,No,Apartment ,68,No,As new,Yes,1350
1162,4,Hyper equipped,2,1,1,74,B,18,Gas,Yes,1100,200.0,No,Apartment ,85,Unknown,As new,Yes,1300
1163,3,USA hyper equipped,1,1,1,206,Not specified,50,Gas,Yes,1050,120.0,No,Apartment ,60,No,Good,Yes,1170
1165,0,Installed,2,1,2,75,Not specified,16,Gas,Yes,1680,51.01,No,House ,120,No,As new,Unknown,1680
1166,0,Installed,4,2,2,235,Not specified,56,Gas,No,2100,63.77,No,House ,180,No,As new,Unknown,2100
1167,6,Installed,1,1,2,159,Not specified,23,Gas,No,1500,175.0,No,Apartment ,100,Yes,As new,Unknown,1675
1168,0,Installed,2,1,2,221,Not specified,48,Electric,No,2200,50.0,No,Duplex ,160,No,As new,Unknown,2250
1169,6,Installed,2,1,1,159,Not specified,42,Gas,Yes,1500,150.0,No,Apartment ,101,Unknown,As new,Unknown,1650
1170,2,Hyper equipped,2,1,1,118,C,23,Gas,Yes,1290,100.0,No,Apartment ,90,No,As new,Yes,1390
1173,0,Hyper equipped,2,2,1,255,E,51,Gas,Yes,1300,165.0,No,Apartment ,79,No,As new,No,1465
1175,0,Hyper equipped,2,1,1,354,G,76,Gas,Yes,1200,150.0,No,Apartment ,80,No,As new,Yes,1350
1176,5,USA hyper equipped,2,1,1,139,C,35,Gas,Yes,1400,250.0,No,Apartment ,82,No,Good,Yes,1650
1177,2,USA installed,2,1,2,227,Not specified,55,Gas,Yes,1950,225.54,No,Apartment ,160,No,To renovate,Unknown,1950
1178,1,Hyper equipped,2,1,1,166,D,35,Gas,Yes,1050,25.0,No,Apartment ,75,No,As new,Yes,1075
1179,1,Hyper equipped,1,1,1,272,Not specified,58,Gas,Yes,850,20.0,No,Apartment ,70,Unknown,As new,No,870
1180,3,Hyper equipped,3,1,2,227,Not specified,55,Gas,No,1950,200.0,No,Apartment ,145,Unknown,As new,Yes,2150
1181,3,Installed,2,1,1,233,Not specified,58,Fuel oil,Yes,1100,150.0,No,Apartment ,85,Unknown,Good,Unknown,1250
1182,1,Installed,2,1,1,119,C,22,Gas,Yes,1290,210.0,No,Apartment ,100,No,As new,Yes,1500
1183,1,Hyper equipped,2,1,1,181,Not specified,52,Gas,Yes,1550,150.0,No,Apartment ,100,Unknown,As new,Yes,1700
1184,1,Hyper equipped,2,1,2,92,B,53,Gas,Yes,1350,75.0,No,Apartment ,90,No,As new,Yes,1425
1185,6,Hyper equipped,3,2,2,255,E,51,Gas,Yes,2250,300.0,No,Apartment ,160,No,As new,Yes,2550
1186,4,Hyper equipped,2,1,1,152,D,28,Gas,Yes,1600,100.0,No,Apartment ,135,No,As new,Yes,1700
1187,5,Hyper equipped,2,1,2,221,Not specified,48,Gas,Yes,2200,200.0,No,Apartment ,153,No,As new,Yes,2400
1188,6,Installed,3,1,2,75,Not specified,16,Gas,Yes,1680,350.0,No,Apartment ,110,Yes,As new,Unknown,2030
1192,3,USA hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950,109.88,No,Apartment ,56,No,As new,Yes,950
1193,1,Hyper equipped,2,1,1,66,B,13,Gas,Yes,1270,146.89,No,Apartment ,96,No,As new,Yes,1270
1194,3,Hyper equipped,1,1,1,310,F,80,Fuel oil,Yes,720,75.0,No,Apartment ,45,No,As new,Unknown,795
1197,1,Hyper equipped,1,1,1,203,Not specified,39,Gas,Yes,1000,40.0,No,Apartment ,60,No,Good,Unknown,1040
1198,4,USA hyper equipped,3,2,2,186,D,40,Gas,Yes,2450,120.0,No,Penthouse ,201,Unknown,As new,Yes,2570
1199,2,Installed,2,1,2,227,Not specified,55,Electric,Yes,1950,50.0,No,Duplex ,160,Unknown,As new,No,2000
1200,3,Hyper equipped,2,1,1,246,Not specified,52,Gas,No,715,35.0,No,Apartment ,50,Unknown,As new,Unknown,750
1201,0,Hyper equipped,2,2,2,232,E,46,Gas,Yes,2160,50.0,No,Duplex ,160,No,Good,Unknown,2210
1202,0,USA hyper equipped,1,1,1,221,E,44,Gas,Yes,975,25.0,No,Ground floor ,40,No,As new,Unknown,1000
1203,0,Hyper equipped,1,1,1,337,F,67,Gas,No,855,220.0,No,Duplex ,95,No,As new,Unknown,1075
1204,3,Hyper equipped,1,1,1,245,Not specified,53,Gas,No,950,175.0,No,Duplex ,65,No,As new,Unknown,1125
1205,1,Installed,2,1,1,233,Not specified,58,Gas,No,1100,80.0,No,Apartment ,75,No,As new,Unknown,1180
1206,0,Hyper equipped,3,2,2,24,A,32,Gas,No,2250,68.32,No,House ,185,No,As new,No,2250
1207,4,Semi equipped,2,1,2,381,Not specified,73,Gas,No,890,68.06,No,Duplex ,85,Unknown,As new,No,890
1209,2,USA hyper equipped,2,2,3,369,Not specified,48,Gas,Yes,1700,50.0,No,Duplex ,95,No,Just renovated,No,1750
1211,1,Hyper equipped,3,1,1,206,Not specified,50,Gas,Yes,1050,45.0,No,Apartment ,97,Unknown,Just renovated,No,1095
1212,1,Hyper equipped,1,1,1,245,E,53,Gas,Yes,950,109.88,No,Apartment ,60,Yes,As new,Unknown,950
1214,3,Hyper equipped,1,1,1,10,A,10,Gas,Yes,1050,350.0,No,Apartment ,45,Yes,Just renovated,No,1400
1215,4,Hyper equipped,1,1,1,10,A,10,Gas,No,1050,350.0,No,Apartment ,50,Yes,Just renovated,No,1400
1216,1,Installed,2,1,1,321,F,63,Gas,Yes,1250,95.59,No,Duplex ,100,No,Good,Unknown,1250
1218,0,Hyper equipped,2,1,1,374,G,75,Gas,Yes,1650,100.0,No,Apartment ,120,No,Good,Yes,1750
1219,3,USA installed,2,2,1,140,C,29,Gas,Yes,1250,144.58,No,Apartment ,125,No,As new,Yes,1250
1220,4,Hyper equipped,1,1,1,281,Not specified,61,Gas,No,990,180.0,No,Apartment ,55,Yes,Good,Yes,1170
1221,1,Installed,1,1,2,70,B,46,Gas,No,1200,150.0,No,Apartment ,72,Unknown,As new,Yes,1350
1222,2,Installed,2,1,1,87,B,16,Gas,Yes,1100,50.0,No,Apartment ,93,Unknown,As new,Yes,1150
1223,1,Hyper equipped,2,1,1,35,A,53,Gas,Yes,950,150.0,No,Apartment ,72,Unknown,As new,Yes,1100
1224,3,Hyper equipped,1,1,1,281,Not specified,61,Gas,No,990,15.0,No,Apartment ,75,Unknown,As new,Unknown,1005
1225,0,Hyper equipped,2,1,1,161,Not specified,36,Gas,No,1290,110.0,No,Ground floor ,100,Unknown,As new,Yes,1400
1226,2,Hyper equipped,2,1,1,130,C,28,Gas,Yes,1290,140.0,No,Apartment ,110,Unknown,As new,Yes,1430
1227,2,USA hyper equipped,1,1,1,263,Not specified,50,Gas,Yes,900,75.0,No,Apartment ,65,Unknown,As new,Yes,975
1229,2,Installed,2,1,1,159,Not specified,42,Gas,Yes,1500,80.0,No,Duplex ,95,Yes,Just renovated,No,1580
1230,1,Installed,3,1,1,223,E,44,Gas,Yes,1700,130.01,No,Duplex ,165,Unknown,As new,No,1700
1231,4,Hyper equipped,2,1,1,143,C,47,Gas,Yes,1300,250.0,No,Penthouse ,130,No,Good,Yes,1550
1235,3,USA installed,1,1,1,312,F,67,Gas,Yes,680,45.0,No,Studio ,55,Unknown,As new,Yes,725
1236,5,USA hyper equipped,2,2,2,63,B,12,Gas,Yes,1295,195.0,No,Apartment ,100,No,As new,Yes,1490
1237,0,USA hyper equipped,1,1,1,365,Not specified,79,Gas,No,800,50.0,No,Studio ,34,Yes,As new,Yes,850
1239,2,Installed,1,1,1,86,B,22,Gas,Yes,850,150.0,No,Studio ,45,Yes,As new,Yes,1000
1241,1,Hyper equipped,2,1,2,220,Not specified,47,Gas,Yes,1300,120.0,No,Apartment ,98,Unknown,As new,Unknown,1420
1242,4,Hyper equipped,2,1,1,255,Not specified,53,Gas,Yes,1350,150.0,No,Apartment ,110,Unknown,As new,Yes,1500
1243,1,Semi equipped,2,1,1,209,Not specified,56,Fuel oil,Yes,1175,165.0,No,Apartment ,120,Unknown,Just renovated,No,1340
1244,1,Semi equipped,1,1,1,296,Not specified,62,Gas,Yes,780,100.0,No,Studio ,40,Unknown,Good,Yes,880
1245,2,Installed,1,1,1,326,Not specified,72,Gas,Yes,825,95.42,No,Apartment ,80,Unknown,As new,No,825
1246,0,USA hyper equipped,1,1,1,73,B,15,Gas,Yes,1300,120.0,No,Apartment ,60,No,As new,Yes,1420
1247,1,USA hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100,40.0,No,Loft ,115,No,Just renovated,No,1140
1248,1,Hyper equipped,2,1,1,255,Not specified,53,Gas,Yes,1350,50.0,No,Apartment ,80,Unknown,As new,Unknown,1400
1249,0,Installed,4,2,2,259,E,52,Gas,Yes,2250,68.32,No,House ,180,No,Good,No,2250
1251,1,Hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100,40.0,No,Apartment ,75,Unknown,As new,No,1140
1252,1,USA hyper equipped,2,1,1,159,Not specified,42,Gas,Yes,1500,80.0,No,Apartment ,90,Unknown,As new,No,1580
1253,2,Hyper equipped,2,1,1,102,C,18,Gas,No,1220,220.0,No,Apartment ,95,No,As new,Unknown,1440
1254,1,Hyper equipped,1,1,1,128,C,27,Gas,No,1500,100.0,No,Apartment ,70,Yes,As new,Unknown,1600
1255,5,Hyper equipped,2,2,2,255,Not specified,53,Gas,No,1350,100.0,No,Duplex ,107,Yes,As new,Unknown,1450
1256,4,Hyper equipped,2,1,1,178,D,51,Gas,Yes,1450,200.0,No,Apartment ,110,Unknown,As new,Yes,1650
1257,0,Hyper equipped,1,1,1,308,Not specified,48,Gas,No,1395,150.0,No,Apartment ,120,No,As new,Unknown,1545
1259,6,Installed,2,2,1,86,B,17,Gas,Yes,1550,100.0,No,Apartment ,80,Yes,As new,Yes,1650
1260,5,Installed,2,2,2,255,Not specified,64,Gas,Yes,1350,100.0,No,Duplex ,100,Yes,As new,Yes,1450
1262,2,USA installed,2,2,1,217,Not specified,46,Gas,Yes,1200,100.0,No,Apartment ,100,Yes,Good,Yes,1300
1263,2,Hyper equipped,2,2,2,172,D,37,Gas,Yes,1850,1.0,No,Duplex ,120,No,Good,No,1851
1264,0,USA hyper equipped,3,2,3,190,D,39,Gas,Yes,2400,350.0,No,Penthouse ,160,No,As new,Yes,2750
1265,5,Installed,2,1,1,146,C,35,Gas,Yes,900,150.0,No,Apartment ,101,No,Good,Yes,1050
1267,2,Semi equipped,1,1,1,236,E,47,Gas,Yes,790,90.0,No,Apartment ,35,No,As new,Yes,880
1268,1,Hyper equipped,2,1,2,140,C,30,Gas,Yes,1600,180.0,No,Apartment ,130,No,As new,Yes,1780
1269,1,Hyper equipped,1,1,1,132,C,28,Gas,Yes,1100,200.0,No,Loft ,119,No,As new,Yes,1300
1270,0,USA installed,1,1,1,173,Not specified,41,Gas,Yes,1900,100.0,No,Loft ,160,No,As new,Yes,2000
1271,1,Hyper equipped,2,1,2,213,E,45,Gas,Yes,2000,85.0,No,Apartment ,169,No,As new,No,2085
1272,1,Hyper equipped,3,2,2,310,F,49,Gas,Yes,1850,350.0,No,Apartment ,125,No,As new,Yes,2200
1275,0,Hyper equipped,2,1,2,186,D,37,Gas,Yes,1650,190.84,No,Apartment ,180,No,Good,No,1650
1276,0,Hyper equipped,2,1,2,186,D,37,Gas,Yes,1650,50.1,No,House ,180,No,Good,No,1650
1277,5,Hyper equipped,2,1,1,293,F,23,Gas,Yes,900,300.0,No,Apartment ,77,Unknown,As new,Yes,1200
1278,0,Installed,2,1,1,203,Not specified,39,Gas,Yes,1000,200.0,No,Ground floor ,75,Unknown,As new,Yes,1200
1279,0,USA installed,1,1,1,86,Not specified,16,Gas,Yes,1045,55.0,No,Apartment ,72,Unknown,As new,No,1100
1281,3,Hyper equipped,1,1,1,255,E,54,Gas,Yes,850,50.0,No,Apartment ,65,No,As new,Unknown,900
1282,5,Hyper equipped,1,1,1,39,A,39,Gas,Yes,850,100.0,No,Studio ,40,No,As new,Yes,950
1283,5,Hyper equipped,2,1,1,184,D,39,Carbon,Yes,1270,150.0,No,Apartment ,100,Yes,As new,Yes,1420
1284,1,Installed,1,1,1,390,Not specified,32,Electric,Yes,820,100.0,No,Apartment ,80,No,As new,Yes,920
1285,0,Hyper equipped,2,1,1,195,D,56,Gas,Yes,1225,150.0,No,Apartment ,85,No,As new,Yes,1375
1287,5,Not installed,2,1,1,206,Not specified,50,Gas,No,1050,200.0,No,Duplex ,121,No,As new,Unknown,1250
1288,6,Hyper equipped,2,1,1,162,D,41,Fuel oil,Yes,980,200.0,No,Apartment ,73,No,Good,Yes,1180
1289,6,Hyper equipped,3,2,2,227,Not specified,57,Gas,Yes,2300,150.0,No,Apartment ,108,No,As new,Yes,2450
1290,1,Installed,2,1,1,246,Not specified,52,Gas,Yes,1480,35.0,No,Ground floor ,97,Unknown,As new,No,1515
1291,2,Installed,2,1,1,231,E,49,Gas,Yes,1075,250.0,No,Apartment ,95,No,As new,No,1325
1292,2,USA hyper equipped,2,2,3,171,D,34,Gas,Yes,2450,150.0,No,Apartment ,123,No,As new,Yes,2600
1293,0,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200,138.8,No,Apartment ,95,Unknown,As new,Yes,1200
1294,4,USA hyper equipped,2,2,3,255,E,51,Gas,Yes,2580,150.0,No,Apartment ,122,No,As new,Yes,2730
1295,3,USA hyper equipped,2,2,3,186,D,37,Gas,Yes,2470,150.0,No,Apartment ,123,No,As new,Yes,2620
1297,1,Installed,1,1,1,175,D,37,Gas,Yes,790,96.0,No,Apartment ,55,No,As new,Unknown,886
1299,1,Hyper equipped,2,1,2,188,D,40,Gas,Yes,1340,150.0,No,Apartment ,75,Yes,Good,Unknown,1490
1300,2,Installed,2,1,1,123,C,26,Gas,No,1250,150.0,No,Apartment ,126,Unknown,As new,Yes,1400
1301,0,USA hyper equipped,3,2,2,249,E,53,Gas,Yes,2200,66.8,No,House ,125,Yes,As new,Unknown,2200
1303,2,USA hyper equipped,2,1,1,102,C,18,Gas,Yes,1220,220.0,No,Apartment ,95,No,As new,Yes,1440
1304,0,Installed,3,1,1,258,E,55,Gas,Yes,1600,200.0,No,Triplex ,120,No,As new,Unknown,1800
1305,2,Hyper equipped,1,1,1,87,B,46,Gas,Yes,945,109.3,No,Apartment ,64,No,As new,Yes,945
1306,2,Hyper equipped,2,1,1,219,E,43,Gas,Yes,1800,160.0,No,Apartment ,166,No,Good,Yes,1960
1307,2,Hyper equipped,2,1,1,219,E,43,Gas,Yes,1800,160.0,No,Apartment ,166,No,Good,Yes,1960
1308,1,USA hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100,80.0,No,Loft ,90,Yes,As new,Unknown,1180
1309,2,Installed,2,2,1,187,D,37,Gas,Yes,1195,200.0,No,Apartment ,95,No,Good,No,1395
1310,2,Installed,2,1,1,185,D,54,Gas,Yes,1100,250.0,No,Apartment ,71,No,Good,Yes,1350
1312,2,Installed,2,1,1,332,F,66,Gas,Yes,1150,50.0,No,Apartment ,85,No,As new,Unknown,1200
1313,1,USA installed,1,1,1,170,D,33,Gas,Yes,1050,121.45,No,Apartment ,60,No,As new,Yes,1050
1314,2,USA hyper equipped,2,1,2,202,Not specified,39,Gas,Yes,1375,165.0,No,Apartment ,110,No,As new,Yes,1540
1315,5,Hyper equipped,2,1,1,338,F,68,Gas,Yes,1200,225.0,No,Apartment ,110,No,Good,Yes,1425
1317,2,Installed,2,1,1,113,C,46,Gas,Yes,1200,60.0,No,Apartment ,87,No,Good,No,1260
1319,3,Hyper equipped,2,1,1,205,Not specified,47,Gas,Yes,1850,213.98,No,Apartment ,140,No,As new,Unknown,1850
