,Availability,Floor,Kitchen,Beds,Dressing,Baths,Toilets,Office,ProfSpace,PetFriendly,Armored door,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,HeatPump,SolarPanels,Thermic solar panels,WaterHeater,DoubleGlazing,BuildingType,Rent,Costs,Tenement,price,space,address,listing_type,Floors,Frontages,OutParking,LivingArea,LivingRmSurface,Bed1Surface,Bed2Surface,Furnished,TerraceSurface,Intercom,Visio phone,As built plan,Address,Website,ExtRef,Agency,YearBuilt,BldgCondition,LivingRm,DiningRm,LaundryRm,Basement,TerraceOrient,Caretaker,Elevator,Accessible,SecAccess,AirCond,TVCable,Jacuzzi,Sauna,Pool,Internet,FuelCert,PriorityPurchase,Available,Street frontage width,description,KitchenSurface,BasementSurface,Neighbourhood,Fireplaces,Terrace,GardenSurface,GardenOrient,PlanningPerm,SubdivisionPerm,ShowerRms,FloodZone,Surroundings,VirtualVisit,PropertyName,CovParking,PlanningBreach,ProfSpaceSurface,Obligation to build,AtticSurface,Bed3Surface,OfficeSurface,Attic,PlotSurface,SewerConnection,Utilities,GroundFloorSurface,LandUse,Garden,ELevel,Agent's name,LandFacingStreet,WoodedLand,RearPlot,FlatLand,Bed4Surface,EPCDesc,Bed5Surface,LotWidth,Isolated,ExtraInfo,Annexes
886,May 1 2023 - 12:00 AM,nan,Hyper equipped,2.0,,1.0,,,,,,"308 kWh/m²
kilowatt hour per square meters",F,20160720-0000346267-01-7,48 kg CO₂/m²,Not specified,,,,,,Yes,,"€ 1,395
1395 €",,No,"€1,395/month
1395€ per month","2 bedrooms | 85 m²
square meters",1040 — Etterbeek,Apartment for rent,2.0,,,"85 m²
square meters",,,,No,"30 m²
square meters",,,No,"Rue de Pervyse, 37
1040 - Etterbeek",http://www.immoschmidt.be,27825 - 18840,Immobilière Schmidt,,Just renovated,,,,Yes,,,,,,,,,,,,,,To be defined,,"Sorry, there is no English translation. IMMOSCHMIDT (Réf. 18840) - ETTERBEEK (Place St-Pierre / Merode) - LIBRE LE 01/05/2023 : Magnifique DUPLEX de +/- 85 m² complètement rénové en 2016. Il se compose d'un living, une cuisine américaine, 2 chambres, une salle de bain, un wc séparé, une buanderie, une cave, une terrasse et un jardin. A quelques pas du Parc du Cinquantenaire, proche des transports en commun. PAS de charges communes. Possibilité de collocation. A voir absolument ! PEB: F CO2: 65. Visites sur RDV au 02/736.77.44. Plus de détails et autres biens sur www.immoschmidt.be",,,,,,"80 m²
square meters",,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,May 1 2023 - 12:00 AM,nan,Hyper equipped,2.0,,1.0,,,,,,"308 kWh/m²
kilowatt hour per square meters",F,20160720-0000346267-01-7,48 kg CO₂/m²,Not specified,,,,,,Yes,,"€ 1,395
1395 €",,No,"€1,395/month
1395€ per month","2 bedrooms | 85 m²
square meters",1040 — Etterbeek,Duplex for rent,2.0,,,"85 m²
square meters",,,,No,"30 m²
square meters",,,No,"Rue de Pervyse, 37
1040 - Etterbeek",http://www.immoschmidt.be,27819 - 18840,Immobilière Schmidt,,Just renovated,,,,Yes,,,,,,,,,,,,,,To be defined,,"Sorry, there is no English translation. IMMOSCHMIDT (Réf. 18840) - ETTERBEEK (Place St-Pierre / Merode) - LIBRE LE 01/05/2023 : Magnifique DUPLEX de +/- 85 m² complètement rénové en 2016. Il se compose d'un living, une cuisine américaine, 2 chambres, une salle de bain, un wc séparé, une buanderie, une cave, une terrasse et un jardin. A quelques pas du Parc du Cinquantenaire, proche des transports en commun. PAS de charges communes. Possibilité de collocation. A voir absolument ! PEB: F CO2: 65. Visites sur RDV au 02/736.77.44. Plus de détails et autres biens sur www.immoschmidt.be",,,,,,"80 m²
square meters",,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,February 15 2023 - 12:00 AM,4.0,Hyper equipped,2.0,,1.0,1.0,,,,,"342 kWh/m²
kilowatt hour per square meters",F,00000000000000,68 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,300
1300 €","€ 100
100€",No,"€1,300 (+ €100)
1300€ + 100€ per month","2 bedrooms | 90 m²
square meters",1000 — BRUXELLES,Penthouse for rent,4.0,,,"90 m²
square meters",,"10 m²
square meters","12 m²
square meters",Yes,,,,,"77 , rue Dodonée
1180 - Uccle",http://www.metrop.be,5192274,Metropole Properties,,As new,,,,,,,,,,,Yes,,,,,,,,,"Au Coeur de Bruxelles à 5 minutes de la Grand Place dans Maison Bruxelloise magnifique duplex Penthouse plancher au sol avec finitions luxueuses et matériaux de qualités , mobilier design comprenant : living/ salle à manger , cuisine US hyper équipée , 2 chambres, salle de bains avec douche , belle terrasse . A proximité des transports (métro, bus, gare) et des commerces, Court terme OK et garantie flexible peb F.A visiter sans tarder !!!!.www.metrop.be.",,,,,Yes,,,,,,Non flood zone,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,1.0,USA semi equipped,,No,nan,,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 630
630 €",,No,"€630/month
630€ per month","35 m²
square meters",1190 — Forest,Studio for rent,,2.0,,"35 m²
square meters","16 m²
square meters",,,,"1 m²
square meter",No,Yes,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,,,Immediately,,,"16 m²
square meters",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,February 1 2023 - 12:00 AM,3.0,Installed,2.0,,1.0,3.0,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,,No,,"€ 1,350
1350 €","€ 20
20€",No,"€1,350 (+ €20)
1350€ + 20€ per month","2 bedrooms | 85 m²
square meters",Ask for the exact address,Apartment for rent,3.0,3.0,,"85 m²
square meters","45 m²
square meters",,,No,"10 m²
square meters",,,No,"Chaussée de Waterloo 1358A
1180 - Uccle",,722AB,LIKE HOME,1920.0,,,,,,,,,,,,,,,,,,,,,"Kitchen equipment: Hotte aspirante, Aga, Washing Machine, Dishwasher, Microwave, Oven, Freezer,, Kitchen Furniture . Other rooms: 3 WC, 1 Terrasse(s) . Habitable rooms: 1, Lounge, 1 Bathroom(s), Kitchen, 2 Bedroom(s)",,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Aurore Binkin,,,,,,,,,,,
891,April 1 2023 - 12:00 AM,2.0,Hyper equipped,2.0,,1.0,2.0,,,,,"120 kWh/m²
kilowatt hour per square meters",C,Not specified,Not specified,Not specified,Gas,,,,,,,"€ 1,450
1450 €","€ 100
100€",No,"€1,450 (+ €100)
1450€ + 100€ per month","2 bedrooms | 80 m²
square meters",1000 — Brussels City,Apartment for rent,5.0,2.0,,"80 m²
square meters",,,,No,,,,,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23011,Dewaele Brussels South,2002.0,As new,,,,,,,Yes,No,,,,,,No,,,,,,"At the end of a charming dead end street on the Sablon, nice apartment of ± 80 m², on the 2nd floor. The apartment offers a spacious living room of ± 27, fully equipped kitchen, 2 bedrooms, terrace, laundry, possibility to rent a car.Other features:- very quiet location- individual gas heating- very centrally located near center, restaurants, shops and public transport.",,,,,Yes,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,March 15 2023 - 12:00 AM,3.0,USA hyper equipped,2.0,,2.0,,,,,,"58 kWh/m²
kilowatt hour per square meters",B,650591-N-11-50-4-3,Not specified,Not specified,Gas,,,,,,,"€ 1,120
1120 €","€ 220
220€",No,"€1,120 (+ €220)
1120€ + 220€ per month","2 bedrooms | 95 m²
square meters",1030 — Schaerbeek,Apartment for rent,3.0,4.0,,"95 m²
square meters",,,,No,,,,,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23012,Dewaele Brussels South,2019.0,As new,,,,,,,Yes,No,,,,,,No,,,,,,"Josaphat Park | Former industrial site reconverted into new construction apartments. The project is located near the Pentagon of Brussels and the European Quarter, close to public transport and various shops. It is built according to the ""low-energy"" regulation of passive type and includes 56 houses, 3 shops, a beautiful landscaped area in the interior of the home zone, with common areas and private gardens. EPC: B-Various :• Triple glazing• Excellent insulation• Water softener• Automatic ventilation (Type D)• Optical fiber",,,,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,February 15 2023 - 12:00 AM,1.0,USA hyper equipped,2.0,,2.0,2.0,,,,,"61 kWh/m²
kilowatt hour per square meters",B,650591-N-10-28-4-3,Not specified,Not specified,Gas,,,,,,,"€ 1,300
1300 €","€ 220
220€",No,"€1,300 (+ €220)
1300€ + 220€ per month","2 bedrooms | 100 m²
square meters",1030 — Schaerbeek,Apartment for rent,3.0,2.0,,"100 m²
square meters",,,,Yes,,,,,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23013,Dewaele Brussels South,2019.0,As new,,,,,,,Yes,No,,,,,,No,,,,,,"Near the Pentagon of Brussels and the European Quarter, close to public transport and various shops, superb new furnished apartment of 100 m². It consists of a living room, fully equipped open plan kitchen, 2 bedrooms, 2 bathrooms, a terrace and it is located in a beautiful landscaped area in the interior of the home zone, with common areas and private gardens. Possibility of parking : + 118 €The project is a former industrial site reconverted into new construction apartments and is built according to the ""low-energy"" regulation of passive typeVarious :• Triple glazing• Excellent insulation• Water softener• Automatic ventilation (Type D)• Optical fiber",,,,,Yes,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,March 15 2023 - 12:00 AM,nan,USA hyper equipped,2.0,,2.0,2.0,,,Yes,,"64 kWh/m²
kilowatt hour per square meters",B,650591-N-9-15-4-3,Not specified,Not specified,Gas,,,,,,,"€ 1,170
1170 €","€ 230
230€",No,"€1,170 (+ €230)
1170€ + 230€ per month","2 bedrooms | 97 m²
square meters",1030 — Schaerbeek,Ground floor for rent,3.0,4.0,,"97 m²
square meters",,,,No,"13 m²
square meters",,,,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23014,Dewaele Brussels South,2019.0,As new,,,,,,,Yes,No,,,,,,No,,,,,,"Josaphat Park | Former industrial site reconverted into new construction apartments. The project is located near the Pentagon of Brussels and the European Quarter, close to public transport and various shops. It is built according to the ""low-energy"" regulation of passive type and includes 56 houses, 3 shops, a beautiful landscaped area in the interior of the home zone, with common areas and private gardens.Various :• Triple glazing• Excellent insulation• Water softener• Automatic ventilation (Type D)• Optical fiber",,,,,,"25 m²
square meters",,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,January 15 2023 - 12:00 AM,2.0,USA hyper equipped,1.0,,1.0,1.0,,,,,"48 kWh/m²
kilowatt hour per square meters",B,Not specified,Not specified,Not specified,Gas,,,,,,,"€ 925
925 €","€ 150
150€",No,"€925 (+ €150)
925€ + 150€ per month","1 bedroom | 87 m²
square meters",1030 — Schaerbeek,Apartment for rent,4.0,2.0,,"87 m²
square meters",,,,No,"8 m²
square meters",,,,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-22304,Dewaele Brussels South,2022.0,As new,,,,,,,,,,,,,,,,,,,,"Parc Josaphat | Near the Brussels Pentagon and the European Quarter, with excellent access to public transport and close to various shops. This apartment consists of a hall with private facilities, a spacious and bright living room with a fully equipped open kitchen (fridge, freezer, extractor, induction cooker, dishwasher), a terrace, a bedroom and a shower room. Possibility to rent a parking space +118 €/month. EPC: BBenefits:- Double glazed windows- Excellent insulation- Water softener- Automatic ventilation (type D)- FiberglassPublic transport:- Tram: 25 & 62- Bus: 59, 65 & 66",,,,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,April 1 2023 - 12:00 AM,5.0,Installed,3.0,,1.0,2.0,,,,,"176 kWh/m²
kilowatt hour per square meters",D,Not specified,33 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,700
1700 €","€ 200
200€",No,"€1,700 (+ €200)
1700€ + 200€ per month","3 bedrooms | 160 m²
square meters",1040 — Etterbeek,Apartment for rent,8.0,3.0,,"160 m²
square meters","24 m²
square meters","21 m²
square meters","16 m²
square meters",No,"5 m²
square meters",Yes,,,"Avenue Louise 231
1050 - Ixelles",http://www.fierceimmo.com,5224883,FIERCE IMMO,1950.0,As new,,Yes,,Yes,,,Yes,No,,,Yes,,,No,,,,To be defined,15 m,"Close to Pétillon, discover this 3 bed flat with a lot of character located on the 5th floor with lift. It consists of a very large entrance hall, a dining room with parquet floor, a bright living room, 3 nice bedrooms (21-16-12 sqm), a fully equipped kitchen (ceramic hob, oven, fridge and dishwasher), a bathroom with bathtub and shower screen, 2 separate toilets. Double glazing throughout with shutters. Collective gas boiler. EPB: D. Cellar available. Charges: 200€ including maintenance of common areas, lift, heating and cold water. Info/visits: 0485/80.14.45","10 m²
square meters",,bruxelles,,,,,,,,Non flood zone,Urban,,,,,,,,"12 m²
square meters",,,,,,"450 m²
square meters",,,,,,,,,,,,,,,
897,April 1 2023 - 12:00 AM,1.0,Installed,1.0,,1.0,,,,,,"295 kWh/m²
kilowatt hour per square meters",F,20221221-0000629195-01-0,56 kg CO₂/m²,Not specified,Gas,No,No,No,,Yes,,"€ 680
680 €","€ 55
55€",No,"€680 (+ €55)
680€ + 55€ per month","1 bedroom | 40 m²
square meters",Ask for the exact address,Apartment for rent,3.0,2.0,,"40 m²
square meters","18 m²
square meters",,,No,,Yes,,No,"Av. Louise 195
1050 - Bruxelles",,7911,Immo Clairière Bruxelles,1910.0,Just renovated,,,,,,,,,,,,,,,,,,Depending on the tenant,,"Financial data: . Services: : m,, : m . Walls: . Casing about floor:, . Chap about eye:, . Electric Equipments:,, . : Numéro de certificat PEB, : 56 Kg Co2m²an, : 295 kwh . about Galley: 4,,,,,,, . : 1,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,8.0,Semi equipped,2.0,,nan,1.0,,,,Yes,"166 kWh/m²
kilowatt hour per square meters",D,Not specified,35 kg CO₂/m²,Not specified,Gas,No,No,No,,Yes,,"€ 980
980 €","€ 120
120€",No,"€980 (+ €120)
980€ + 120€ per month","2 bedrooms | 75 m²
square meters",Ask for the exact address,Apartment for rent,16.0,4.0,,"75 m²
square meters",,,,No,"8 m²
square meters",Yes,Yes,No,"Rue Pierre Timmermans, 23
1090 - Jette",http://www.century21.be/miroir-jette,9616,CENTURY 21 Miroir,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,March 1 2023 - 12:00 AM,2.0,Installed,1.0,,1.0,,Yes,,,,"237 kWh/m²
kilowatt hour per square meters",E,20170613-0000506340-01-9,47 kg CO₂/m²,Not specified,Gas,No,No,No,,No,,"€ 750
750 €","€ 75
75€",No,"€750 (+ €75)
750€ + 75€ per month","1 bedroom | 70 m²
square meters",1000 — Bruxelles 1,Apartment for rent,3.0,2.0,,"70 m²
square meters","20 m²
square meters","20 m²
square meters",,No,,,,No,"Rue Fransman 15
1020 - Laeken",,1060,CENTURY 21 Home Consult,,,,,,,,,,,,,,,,,,,,,,"Windows: PVC . : Numéro de certificat PEB, : 47 Kg Co2m²an, : 237 Kwh . Kitchen equipment: Hotte aspirante, Electric Cooker, Oven, Kitchen Furniture . Second floor: : 2 m², Livingroom: 20 m², Entry hall: 5 m², Kitchen: 7 m², Bedroom(s): 20 m², Office(s): 10 m²","7 m²
square meters",,,,,,,,,,,,,,,,,,,,"10 m²
square meters",,,,,,,,,,,,,,,,,,,,
900,February 1 2022 - 12:00 AM,5.0,Hyper equipped,2.0,,1.0,2.0,,,,,"75 kWh/m²
kilowatt hour per square meters",B,B 594898-N-2-28-1-2,15 kg CO₂/m²,Not specified,Gas,No,No,No,,No,,"€ 1,350
1350 €","€ 120
120€",No,"€1,350 (+ €120)
1350€ + 120€ per month","2 bedrooms | 103 m²
square meters",Ask for the exact address,Apartment for rent,8.0,2.0,1.0,"103 m²
square meters",,,,No,"15 m²
square meters",,,No,"Chausse de St. Job, 546
1180 - Bruxelles",http://www.go-investuccle.be,1020480RK-05,GO INVEST Uccle,2016.0,,Yes,,,,,,,,,,,,,,,,,,,": Total énergie primaire: 7767 kwh/an, : 75 kwh/an, Numéro de certificat PEB, : 15 Kg Co2m²an",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Rousanna Komarova,,,,,,,,,,,
901,August 15 2022 - 12:00 AM,1.0,Hyper equipped,3.0,,2.0,2.0,,,,,"294 kWh/m²
kilowatt hour per square meters",F,20190807-0000554493-01-1,58 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,250
2250 €","€ 130
130€",No,"€2,250 (+ €130)
2250€ + 130€ per month","3 bedrooms | 175 m²
square meters",1060 — Saint-Gilles,Apartment for rent,5.0,3.0,,"175 m²
square meters","52 m²
square meters","18 m²
square meters","16 m²
square meters",No,,Yes,,,"Square Joseph Hanse 2 B19
1200 - Woluwe-Saint-Lambert",http://www.meert-realty.com,5225548,Bureau Immobilier Meert,,As new,,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,"Located in a quiet street near Place Stéphanie, this elegant apartment of approximately 175m2 occupies the 1st floor of an eclectic-style building. Combining the charm of yesteryear and modern comfort, the property offers spacious parquet floored reception rooms with large bay windows and balconies, a fully equipped kitchen, laundry room, 3 bedrooms, a bathroom/shower/wc, a shower room, separate wc. Cellar and bike room. Individual gas heating. Monthly charges: €130 (common areas, water). High ceilings, moldings, original parquet. ""Parisian"" lift. A place out of time, which will seduce lovers of classic style! Minimum 3 years lease.",,,Bruxelles - 19 communes,,,,,,,,,Urban,,,,,,,,"15 m²
square meters",,,,,,,,,,,,,,,,,,,,,
902,March 1 2023 - 12:00 AM,4.0,,3.0,,1.0,2.0,Yes,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,,Yes,,"€ 3,500
3500 €","€ 120
120€",No,"€3,500 (+ €120)
3500€ + 120€ per month","3 bedrooms | 197 m²
square meters",Ask for the exact address,Apartment for rent,6.0,2.0,1.0,"197 m²
square meters","70 m²
square meters",,,Yes,"15 m²
square meters",Yes,,,"Chée de Vleurgat, 177
1050 - Ixelles",http://www.eurorent.com,65984,Eurorent,,Just renovated,,,,,West,,Yes,,,,,,,,,,,,,"Between ULB and Hippodrome de Boitsfort: In a Calm and Green Setting, Splendid Furnished Apartment Facing Solvay Park with West Rear Terrace. + 1 Covered Parking. On the 4th floor out of 5, Luxurious Contemporary Style Apartment of 198m² Furnished, Renovated in depth and with taste in 2020. Large Entrance Hall, Bright Living Room with openfire, facing Solvay Park. Super equipped kitchen. Night hall serving the 3 bedrooms. 1 Master Suite with bathroom, wc, west facing terrace. 2 other bedrooms each with their own shower room, one of which has a West terrace. 1 covered parking in the basement. PEB C (pending) Floor heating. Numerous cupboards, Home automation, TV, HI-Fi, Individual boiler and office Common charges of 120Ãeuros. Water, Gas,",,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,March 1 2023 - 12:00 AM,2.0,Hyper equipped,1.0,No,1.0,1.0,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,No,No,No,Yes,All kind,"€ 800
800 €","€ 100
100€",No,"€800 (+ €100)
800€ + 100€ per month","1 bedroom | 80 m²
square meters",1020 — Bruxelles,Apartment for rent,,2.0,,"80 m²
square meters",,,,,"10 m²
square meters",Yes,No,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,,,,,"We have a spacious unfurnished flat for rent in excellent condition! The kitchen is equipped. The toilet is separate from the bathroom. The terrace is covered.
The flat is located on the second floor of a small condominium at Avenue de Buissonet in 1020 Brussels. The street is quiet and the back of the building overlooks the gardens. The shops and public transport are in the direct vicinity of the flat.
The flat will be available from 01 March 2023.
The rent is 800 EUR.
The provision for charges is 100 EUR (provision for heating, water in the common areas, cleaning of the common areas, electricity in the common areas, maintenance of the clearance in front of the building, pruning of shrubs, weeding ....).
Please send me an email (charleslambrechts@gmail.com) to arrange a visit.
I am at your disposal for any further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,March 1 2023 - 12:00 AM,nan,Installed,1.0,,1.0,1.0,,,,,"310 kWh/m²
kilowatt hour per square meters",F,Not specified,64 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 760
760 €","€ 140
140€",No,"€760 (+ €140)
760€ + 140€ per month","1 bedroom | 65 m²
square meters",1030 — Schaerbeek,Ground floor for rent,4.0,2.0,,"65 m²
square meters","30 m²
square meters","10 m²
square meters",,No,"8 m²
square meters",Yes,,,"Avenue des Cerisiers, 95
1200 - Woluwe-St-Lambert",http://www.immoabita.be,5225497,ABITA IMMO,1960.0,Good,,Yes,,Yes,,,No,Yes,,,Yes,,,No,,,,To be defined,15 m,"! NEW ! Quartier Plasky/Jamblinne de Meux, proche des commerces et des transports en communs, magnifique appartement en bon état d'une superficie habitable de ±65m². Celui-ci est situé au rez-de-chaussée d'une petite copropriété. Il se compose d'un living/salle à manger, une chambre séparée (10m²), d'une cuisine équipée (four, taques vitrocéramiques, hotte, frigo/congélateur,..) , une salle de douche avec WC. Buanderie privative avec machine à laver. Cour privative de 10m². Double vitrage. Charges : provision de 140€/mois pour TOUTES les charges sauf électricité/@/tv. Pour plus de renseignements et visites veuillez contacter Alexandre au 0473/55.36.12. ou a.vanderborght@immoabita.be - pour d'autres biens : www.immoabita.be - LIBRE LE 1ER MARS 2023.","9 m²
square meters",,Bruxelles,,,,,,,1.0,Non flood zone,Urban,Link to the virtual visit,,,,,,,,,,,,,"10 m²
square meters",,,,,,,,,,,,,,,
